Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,coordinates,original_latitude,original_longitude,new_latitude,new_longitude
Los Patrones Sports Bar,78744.0,2022-08-25,84,"4700 BURLESON RD AUSTIN, TX 78744 ",12395076,Routine Inspection,"['30.21301', ' -97.73087']",30.21301, -97.73087,30.2126852,-97.7306632
Caritas Of Austin,78701.0,2022-08-25,93,"611 NECHES ST AUSTIN, TX 78701 ",2801462,Routine Inspection,"['30.26747', ' -97.738']",30.26747, -97.738,30.2675,-97.7377778
Kappa Sigma Lodge,78705.0,2022-08-25,99,"1002 W 26TH ST AUSTIN, TX 78705 ",2801217,Routine Inspection,"['30.2909', ' -97.74839']",30.2909, -97.74839,30.2913639,-97.7480929
Little Explorers Child Care,78744.0,2022-08-25,87,"2313 TERI RD AUSTIN, TX 78744 ",12393406,Routine Inspection,"['30.1995', ' -97.74808']",30.1995, -97.74808,30.1993431,-97.7482662
PF - Precious Moments LLC,78660.0,2022-08-25,96,"701 FM 685 RD PFLUGERVILLE, TX 78660 ",12394862,Routine Inspection,"['30.44198', ' -97.61043']",30.44198, -97.61043,30.441931,-97.6097697
Sam's Club  Produce & Groceries,78759.0,2022-08-25,100,"9700 N CAPITAL OF TEXAS HWY AUSTIN, TX 78759 ",2803420,Routine Inspection,"['30.39118', ' -97.74383']",30.39118, -97.74383,30.3916517,-97.7422209
Sam's Club  Bakery,78759.0,2022-08-25,100,"9700 N CAPITAL OF TEXAS HWY AUSTIN, TX 78759 ",2803921,Routine Inspection,"['30.39118', ' -97.74383']",30.39118, -97.74383,30.3909408,-97.7433254
PF - Highland Park Elementary School,78660.0,2022-08-25,99,"428 KINGSTON LACY BLVD PFLUGERVILLE, TX 78660 ",12392621,Routine Inspection,"['30.47685', ' -97.61508']",30.47685, -97.61508,30.4779919,-97.6145912
Brew Market and Cafe,78722.0,2022-08-25,91,"3842 AIRPORT BLVD AUSTIN, TX 78722 ",2803723,Routine Inspection,"['30.28892', ' -97.70757']",30.28892, -97.70757,30.2889279,-97.7077145
Heritage at Gaines Ranch - Retail,78735.0,2022-08-25,98,"4409 GAINES RANCH LOOP AUSTIN, TX 78735 ",2803727,Routine Inspection,"['30.24184', ' -97.81587']",30.24184, -97.81587,30.2419239,-97.8163849
Smith Elementary School,78744.0,2022-08-25,94,"4209 SMITH SCHOOL RD AUSTIN, TX 78744 ",2800148,Routine Inspection,"['30.19585', ' -97.71266']",30.19585, -97.71266,30.1964453,-97.7132755
Siena Restaurant at Bull Creek,78731.0,2022-08-25,89,"6203 N CAPITAL OF TEXAS HWY AUSTIN, TX 78731 ",2801518,Routine Inspection,"['30.36032', ' -97.79016']",30.36032, -97.79016,30.3735965,-97.7875922
Highland Park Elementary,78731.0,2022-08-25,95,"4900 FAIRVIEW DR AUSTIN, TX 78731 ",2800351,Routine Inspection,"['30.33061', ' -97.75926']",30.33061, -97.75926,30.3306923,-97.7600483
Alpha Xi Delta,78705.0,2022-08-25,97,"2508 RIO GRANDE ST AUSTIN, TX 78705 ",10781371,Routine Inspection,"['30.29014', ' -97.74443']",30.29014, -97.74443,30.2901529,-97.7447245
Ojos Locos Sports Cantina,78752.0,2022-08-25,88,"7522 N IH SVRD SB BLDG B AUSTIN, TX 78752",12039601,Routine Inspection,,,,30.3370628,-97.7023337
HEB Food Store  Deli & Bakery,78758.0,2022-08-25,87,"12407 N MOPAC EXPY AUSTIN, TX 78758 ",2800260,Routine Inspection,"['30.41825', ' -97.7044']",30.41825, -97.7044,30.417464,-97.702855
Cedar International Academy II,78753.0,2022-08-25,92,"8416 N IH SVRD SB AUSTIN, TX 78753",10118311,Routine Inspection,,,,30.3482957,-97.6953681
HEB Food Store ,78758.0,2022-08-25,96,"12407 N MOPAC EXPY AUSTIN, TX 78758 ",2803582,Routine Inspection,"['30.41825', ' -97.7044']",30.41825, -97.7044,30.417464,-97.702855
Kerbey Lane Cafe,78749.0,2022-08-25,78,"4301 W WILLIAM CANNON DR AUSTIN, TX 78749 ",10449800,Routine Inspection,"['30.22193', ' -97.83846']",30.22193, -97.83846,30.2226011,-97.8413817
Sigma Alpha Mu,78705.0,2022-08-25,100,"2501 LEON ST AUSTIN, TX 78705 ",2801189,Routine Inspection,"['30.28981', ' -97.74921']",30.28981, -97.74921,30.2897889,-97.7488882
"Tokyo Gardens Catering, LLC",78758.0,2022-08-25,94,"12407 N MOPAC EXPY AUSTIN, TX 78758 ",10743910,Routine Inspection,"['30.41825', ' -97.7044']",30.41825, -97.7044,29.8317038,-95.5262766
Zeta Tau  Alpha Sorority,78705.0,2022-08-25,100,"2711 NUECES ST AUSTIN, TX 78705 ",2800484,Routine Inspection,"['30.29287', ' -97.74265']",30.29287, -97.74265,30.2928389,-97.7422584
"Crossmark, Inc CSC#",78759.0,2022-08-25,97,"9700 N CAPITAL OF TEXAS HWY AUSTIN, TX 78759 ",12134018,Routine Inspection,"['30.39118', ' -97.74383']",30.39118, -97.74383,30.3909408,-97.7433254
Smash,78701.0,2022-08-25,91,"209 W 5TH ST UNIT B AUSTIN, TX 78701 ",11914992,Routine Inspection,"['30.26769', ' -97.74526']",30.26769, -97.74526,30.2675285,-97.7454473
Lori's Gift ,78705.0,2022-08-24,100,"1201 W 38TH ST AUSTIN, TX 78705 ",12185578,Routine Inspection,"['30.30595', ' -97.74478']",30.30595, -97.74478,30.3052071,-97.7464295
Scottish Rite Dorm,78705.0,2022-08-24,89,"210 W 27TH ST AUSTIN, TX 78705 ",2800292,Routine Inspection,"['30.29292', ' -97.73949']",30.29292, -97.73949,30.2925161,-97.7394211
Lavaca Street Bar,78701.0,2022-08-24,89,"405 LAVACA ST AUSTIN, TX 78701 ",2801820,Routine Inspection,"['30.26722', ' -97.74577']",30.26722, -97.74577,30.2671465,-97.7456424
Alpha Delta Pi Sorority,78705.0,2022-08-24,100,"2620 RIO GRANDE ST AUSTIN, TX 78705 ",2800369,Routine Inspection,"['30.29234', ' -97.74423']",30.29234, -97.74423,30.2923221,-97.7446544
Sushi Japon Steak House,78752.0,2022-08-24,81,"807 CAMINO LA AUSTIN, TX 78752 ",11008369,Routine Inspection,"['30.329', ' -97.70475']",30.329, -97.70475,30.328908,-97.7049469
Spokesman,78745.0,2022-08-24,94,"440 E ST ELMO RD AUSTIN, TX 78745 ",11700631,Routine Inspection,"['30.21515', ' -97.76228']",30.21515, -97.76228,30.2156303,-97.7623661
Luca Villa Pizza,78613.0,2022-08-24,91,"11200 LAKELINE MALL DR AUSTIN, TX 78613 ",2800826,Routine Inspection,"['30.47181', ' -97.80337']",30.47181, -97.80337,30.4700139,-97.8072249
Pho Tin,78757.0,2022-08-24,70,"2438 W ANDERSON LN AUSTIN, TX 78757 ",12186637,Routine Inspection,"['30.35771', ' -97.73197']",30.35771, -97.73197,30.357851,-97.733005
"Kebab Shop, The",78759.0,2022-08-24,89,"9761 GREAT HILLS TRL AUSTIN, TX 78759 ",12186011,Routine Inspection,"['30.39357', ' -97.75077']",30.39357, -97.75077,30.3938754,-97.7508897
Food Basket,78727.0,2022-08-24,86,"12503 LAMPLIGHT VILLAGE AVE AUSTIN, TX 78727 ",11120692,Routine Inspection,"['30.41608', ' -97.69544']",30.41608, -97.69544,30.41613,-97.695322
Last Stand Brewery,78745.0,2022-08-24,92,"7601 S CONGRESS AVE AUSTIN, TX 78745 ",12393231,Routine Inspection,"['30.18244', ' -97.78203']",30.18244, -97.78203,30.1821304,-97.7819728
"Dogwood, The",78701.0,2022-08-24,89,"715 W 6TH ST AUSTIN, TX 78701 ",10440680,Routine Inspection,"['30.27013', ' -97.75021']",30.27013, -97.75021,30.2699938,-97.7503195
Gullett Elementary,78757.0,2022-08-24,100,"6310 TREADWELL BLVD AUSTIN, TX 78757 ",2800350,Routine Inspection,"['30.3432', ' -97.74812']",30.3432, -97.74812,30.3435482,-97.748588
Project Pollo,78757.0,2022-08-24,82,"2438 W ANDERSON LN AUSTIN, TX 78757 ",12395102,Routine Inspection,"['30.35771', ' -97.73197']",30.35771, -97.73197,30.3579083,-97.7328861
Cocoa Puro,78701.0,2022-08-24,100,"301 E 8TH ST AUSTIN, TX 78701 ",12180826,Routine Inspection,"['30.26918', ' -97.73945']",30.26918, -97.73945,30.26848,-97.7392089
"Lost Lei, The",78701.0,2022-08-24,93,"117 W 4TH ST AUSTIN, TX 78701 ",12185587,Routine Inspection,"['30.26648', ' -97.74458']",30.26648, -97.74458,30.2662488,-97.7445914
Hampton Inn and Suites Austin,78750.0,2022-08-24,97,"10811 PECAN PARK BLVD AUSTIN, TX 78750 ",10016822,Routine Inspection,"['30.46373', ' -97.80287']",30.46373, -97.80287,30.4632455,-97.8036408
"Events by Emily, Inc",78739.0,2022-08-24,95,"5919 LA CROSSE AVE AUSTIN, TX 78739 ",11951223,Routine Inspection,"['30.19357', ' -97.88466']",30.19357, -97.88466,30.1931553,-97.8848523
Little Caesars Pizza,78744.0,2022-08-24,84,"5200 E WILLIAM CANNON DR AUSTIN, TX 78744 ",10179226,Routine Inspection,"['30.18026', ' -97.74776']",30.18026, -97.74776,30.1806464,-97.7479089
J.D's Market #4,78737.0,2022-08-24,86,"11720 FM 1826 RD AUSTIN, TX 78737 ",10564903,Routine Inspection,"['30.19255', ' -97.92506']",30.19255, -97.92506,30.1932432,-97.9251231
Taquero Mucho LLC,78701.0,2022-08-24,86,"508 WEST AVE AUSTIN, TX 78701 ",12186498,Routine Inspection,"['30.26994', ' -97.75069']",30.26994, -97.75069,30.2700601,-97.7510993
KLA Schools of Sweetwater,78738.0,2022-08-24,100,"18101 W SH AUSTIN, TX 78738",12393064,Routine Inspection,,,,30.32999,-98.0238552
Don Dario's Mexican Restaurant & Cantina,78744.0,2022-08-24,83,"8801 S IH SVRD NB AUSTIN, TX 78744",10298433,Routine Inspection,,,,30.1699086,-97.7831158
Ze Crepes,78701.0,2022-08-24,90,"512 CONGRESS AVE AUSTIN, TX 78701 ",12186346,Routine Inspection,"['30.26763', ' -97.74298']",30.26763, -97.74298,30.267991,-97.743237
Ortega Elementary,78721.0,2022-08-24,99,"1135 GARLAND AVE AUSTIN, TX 78721 ",2800345,Routine Inspection,"['30.26992', ' -97.68496']",30.26992, -97.68496,30.2699717,-97.6842751
Pinballz Arcade,78729.0,2022-08-24,87,"13729 N US 183 HWY AUSTIN, TX 78729 ",11518966,Routine Inspection,"['30.45689', ' -97.79179']",30.45689, -97.79179,30.4599815,-97.7902277
Overton Elementary,78724.0,2022-08-24,96,"7201 COLONY LOOP DR AUSTIN, TX 78724 ",10066459,Routine Inspection,"['30.30192', ' -97.6346']",30.30192, -97.6346,30.3005948,-97.6357462
Meat and Bread,78701.0,2022-08-24,95,"360 NUECES ST AUSTIN, TX 78701 ",12394929,Routine Inspection,"['30.26757', ' -97.74924']",30.26757, -97.74924,30.2670735,-97.7498376
Chosun Galbi Korean BBQ & Grill,78752.0,2022-08-24,90,"713 E HUNTLAND DR AUSTIN, TX 78752 ",10664808,Follow-Up Inspection,"['30.32973', ' -97.70655']",30.32973, -97.70655,30.3299114,-97.7066019
Tyson's Tacos,78751.0,2022-08-24,76,"4905 AIRPORT BLVD AUSTIN, TX 78751 ",10933597,Routine Inspection,"['30.30951', ' -97.71556']",30.30951, -97.71556,30.30964,-97.715239
Southside Flying Pizza,78702.0,2022-08-24,81,"2702 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11327772,Routine Inspection,"['30.25339', ' -97.71395']",30.25339, -97.71395,30.2535654,-97.7139119
Phil's Philly Grill,78613.0,2022-08-24,87,"11200 LAKELINE MALL DR AUSTIN, TX 78613 ",10956732,Routine Inspection,"['30.47181', ' -97.80337']",30.47181, -97.80337,30.4706022,-97.8072263
Chi'Lantro Mueller,78723.0,2022-08-24,91,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",12019345,Routine Inspection,"['30.3068', ' -97.70948']",30.3068, -97.70948,30.3052683,-97.7082549
P. Terry's Burger Stand,78704.0,2022-08-24,93,"204 W BEN WHITE BLVD AUSTIN, TX 78704 ",10586161,Routine Inspection,"['30.22423', ' -97.7644']",30.22423, -97.7644,30.2242027,-97.7642684
Taco Bell ,78748.0,2022-08-24,93,"3324 W SLAUGHTER LN AUSTIN, TX 78748 ",11066730,Routine Inspection,"['30.18216', ' -97.8468']",30.18216, -97.8468,30.1825306,-97.8466469
Chi'Lantro - Parmer,78729.0,2022-08-23,96,"6301 W PARMER LN AUSTIN, TX 78729 ",12393135,Routine Inspection,"['30.44545', ' -97.74332']",30.44545, -97.74332,30.4455466,-97.7439824
Maru Japanese Restaurant,78756.0,2022-08-23,94,"4636 BURNET RD AUSTIN, TX 78756 ",10424710,Routine Inspection,"['30.31777', ' -97.74007']",30.31777, -97.74007,30.317892,-97.740299
Chick-fil-A F.M. 620 North,78729.0,2022-08-23,85,"13229 N FM 620 RD AUSTIN, TX 78729 ",12104791,Routine Inspection,"['30.46978', ' -97.79143']",30.46978, -97.79143,30.4692904,-97.7912395
Chipotle Mexican Grill ,78729.0,2022-08-23,93,"6301 W PARMER LN AUSTIN, TX 78729 ",10179774,Routine Inspection,"['30.44545', ' -97.74332']",30.44545, -97.74332,30.4456736,-97.7441577
Johnny Carino's,78748.0,2022-08-23,88,"9500 S IH AUSTIN, TX 78748",11792053,Routine Inspection,,,,30.1608311,-97.7902909
La Macarena,78758.0,2022-08-23,91,"8776 RESEARCH BLVD UNIT B AUSTIN, TX 78758 ",12395897,Routine Inspection,"['30.36623', ' -97.7186']",30.36623, -97.7186,30.3650876,-97.7196908
Chipotle Mexican Grill ,78723.0,2022-08-23,98,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",10176511,Routine Inspection,"['30.3068', ' -97.70948']",30.3068, -97.70948,30.305612,-97.7079812
Baty Elementary,78741.0,2022-08-23,94,"2101 FARO DR AUSTIN, TX 78741 ",2801064,Routine Inspection,"['30.22806', ' -97.71354']",30.22806, -97.71354,30.2270684,-97.7128148
PF - Bohls Middle School,78660.0,2022-08-23,100,"5104 PLEASANTON PKWY PFLUGERVILLE, TX 78660 ",12395235,Routine Inspection,"['30.42453', ' -97.56905']",30.42453, -97.56905,30.426308,-97.570123
Murchison Middle School,78731.0,2022-08-23,100,"3700 NORTH HILLS DR AUSTIN, TX 78731 ",2800443,Routine Inspection,"['30.35438', ' -97.75853']",30.35438, -97.75853,30.3539772,-97.7587214
Viva Meat Market,78753.0,2022-08-23,92,"8610 N LAMAR BLVD AUSTIN, TX 78753 ",10769105,Routine Inspection,"['30.35483', ' -97.70361']",30.35483, -97.70361,30.3555198,-97.7040872
Kappa Alpha Theta Sorority,78705.0,2022-08-23,90,"2401 PEARL ST AUSTIN, TX 78705 ",2800406,Routine Inspection,"['30.28859', ' -97.7467']",30.28859, -97.7467,30.288516,-97.746426
Metro Food & Cafe,78758.0,2022-08-23,82,"11900 METRIC BLVD AUSTIN, TX 78758 ",11303539,Routine Inspection,"['30.40015', ' -97.70391']",30.40015, -97.70391,30.3999866,-97.7042711
Oumi Sushi at Sprouts 125,78745.0,2022-08-23,97,"6920 MANCHACA RD AUSTIN, TX 78745 ",11294009,Routine Inspection,"['30.2024', ' -97.80783']",30.2024, -97.80783,30.2023776,-97.8082807
J W Marriott Austin - Banquets,78701.0,2022-08-23,98,"110 E 2ND ST AUSTIN, TX 78701 ",11274900,Routine Inspection,"['30.2641', ' -97.7435']",30.2641, -97.7435,30.2642084,-97.7434655
Dine by Design Catering,78731.0,2022-08-23,92,"4311 SMALL DR AUSTIN, TX 78731 ",12395185,Routine Inspection,"['30.34318', ' -97.77573']",30.34318, -97.77573,30.3431952,-97.7748646
Taco Cabana,78751.0,2022-08-23,86,"5242 N LAMAR BLVD AUSTIN, TX 78751 ",11037878,Routine Inspection,"['30.32095', ' -97.72949']",30.32095, -97.72949,30.3210396,-97.729836
Sigma Alpha Epsilon,78705.0,2022-08-23,90,"2414 PEARL ST AUSTIN, TX 78705 ",2800581,Routine Inspection,"['30.28906', ' -97.74666']",30.28906, -97.74666,30.2890937,-97.7469643
Pokeatery,78723.0,2022-08-23,83,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",11823154,Routine Inspection,"['30.3068', ' -97.70948']",30.3068, -97.70948,30.3055557,-97.7080637
PF - Wingstop ,78660.0,2022-08-23,96,"18816 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12186659,Routine Inspection,"['30.46913', ' -97.59581']",30.46913, -97.59581,30.4691848,-97.5963101
J W Marriott Austin - Corner,78701.0,2022-08-23,90,"110 E 2ND ST AUSTIN, TX 78701 ",11274894,Routine Inspection,"['30.2641', ' -97.7435']",30.2641, -97.7435,30.2645703,-97.7438317
Brookdale North Austin,78727.0,2022-08-23,90,"5310 DUVAL RD AUSTIN, TX 78727 ",2801892,Routine Inspection,"['30.41895', ' -97.7445']",30.41895, -97.7445,30.4190871,-97.7440914
PF - Jessica Carpenter Elementary School,78660.0,2022-08-23,100,"5100 PLEASANTON PKWY PFLUGERVILLE, TX 78660 ",12395233,Routine Inspection,"['30.42499', ' -97.57002']",30.42499, -97.57002,30.425718,-97.568637
Cuernavaca Market,78733.0,2022-08-23,90,"700 N CUERNAVACA DR AUSTIN, TX 78733 ",12394939,Routine Inspection,"['30.33172', ' -97.86898']",30.33172, -97.86898,30.3317021,-97.8692477
Kappa Alpha Omicron,78705.0,2022-08-23,91,"2515 LEON ST AUSTIN, TX 78705 ",12185839,Routine Inspection,"['30.29051', ' -97.74913']",30.29051, -97.74913,30.290488,-97.748764
Harris Elementary,78723.0,2022-08-23,94,"1711 WHELESS LN AUSTIN, TX 78723 ",2800599,Routine Inspection,"['30.31526', ' -97.69071']",30.31526, -97.69071,30.3148183,-97.690812
Canary Roost,78758.0,2022-08-23,89,"11900 METRIC BLVD AUSTIN, TX 78758 ",2802031,Routine Inspection,"['30.40015', ' -97.70391']",30.40015, -97.70391,30.4004731,-97.7039135
Chuy's,78749.0,2022-08-23,87,"4301 W WILLIAM CANNON DR AUSTIN, TX 78749 ",10098616,Routine Inspection,"['30.22193', ' -97.83846']",30.22193, -97.83846,30.2176952,-97.8415679
J W Marriott Austin - Burger Bar,78701.0,2022-08-23,99,"110 E 2ND ST AUSTIN, TX 78701 ",11274929,Routine Inspection,"['30.2641', ' -97.7435']",30.2641, -97.7435,30.2645713,-97.743198
J W Marriott Austin-Pool Bar/Room Svc/Exec Lounge,78701.0,2022-08-23,90,"110 E 2ND ST AUSTIN, TX 78701 ",11274932,Routine Inspection,"['30.2641', ' -97.7435']",30.2641, -97.7435,30.2645713,-97.743198
Barton Hills Market #1,78704.0,2022-08-23,91,"1220 BARTON HILLS DR AUSTIN, TX 78704 ",10400697,Routine Inspection,"['30.26171', ' -97.77509']",30.26171, -97.77509,30.261884,-97.775004
PF - Weiss High School,78660.0,2022-08-23,100,"5201 WOLF PACK DR PFLUGERVILLE, TX 78660 ",12392648,Routine Inspection,"['30.43066', ' -97.56593']",30.43066, -97.56593,30.4291442,-97.5657452
Burpy Market,78744.0,2022-08-23,71,"6311 BURLESON RD AUSTIN, TX 78744 ",11569080,Routine Inspection,"['30.20489', ' -97.71608']",30.20489, -97.71608,30.2047916,-97.7163818
Taco Shack III,78758.0,2022-08-23,86,"12439 METRIC BLVD AUSTIN, TX 78758 ",2801372,Routine Inspection,"['30.41224', ' -97.69062']",30.41224, -97.69062,30.4121218,-97.6906528
Phi Kappa PSI Fraternity House,78705.0,2022-08-23,95,"2501 NUECES ST AUSTIN, TX 78705 ",11670162,Routine Inspection,"['30.28933', ' -97.74295']",30.28933, -97.74295,30.289371,-97.742711
Rudy,78759.0,2022-08-23,91,"11570 RESEARCH BLVD AUSTIN, TX 78759 ",12394576,Routine Inspection,"['30.41372', ' -97.74631']",30.41372, -97.74631,30.4141544,-97.7469867
Sunflower Farmers Markets LLC,78745.0,2022-08-23,98,"6920 MANCHACA RD AUSTIN, TX 78745 ",10810109,Routine Inspection,"['30.2024', ' -97.80783']",30.2024, -97.80783,30.2023776,-97.8082807
Tacos Durango Inc.,78758.0,2022-08-23,86,"11900 METRIC BLVD AUSTIN, TX 78758 ",11691638,Routine Inspection,"['30.40015', ' -97.70391']",30.40015, -97.70391,30.400331,-97.7041227
McDonald's Restaurant at Metric,78758.0,2022-08-23,88,"12443 METRIC BLVD AUSTIN, TX 78758 ",11348400,Routine Inspection,"['30.41262', ' -97.69093']",30.41262, -97.69093,30.4125005,-97.6904782
Applebee's,78613.0,2022-08-23,92,"11013 LAKELINE MALL DR AUSTIN, TX 78613 ",10870119,Routine Inspection,"['30.47248', ' -97.79999']",30.47248, -97.79999,30.4721275,-97.7996219
Egg Roll Express,78729.0,2022-08-23,93,"6301 W PARMER LN AUSTIN, TX 78729 ",10467276,Routine Inspection,"['30.44545', ' -97.74332']",30.44545, -97.74332,30.4456579,-97.7440166
Cedar Bend Child Development Center,78758.0,2022-08-22,95,"1808 CEDAR BEND DR AUSTIN, TX 78758 ",11190716,Routine Inspection,"['30.40867', ' -97.69384']",30.40867, -97.69384,30.4090772,-97.693695
Wal-Mart Supercenter ,78729.0,2022-08-22,95,"13201 N FM 620 RD AUSTIN, TX 78729 ",2804123,Routine Inspection,"['30.46741', ' -97.79003']",30.46741, -97.79003,30.4673873,-97.7894659
Lone Star Kolaches,78727.0,2022-08-22,84,"1701 W PARMER LN AUSTIN, TX 78727 ",2803128,Routine Inspection,"['30.41231', ' -97.6897']",30.41231, -97.6897,30.4120891,-97.6898726
Hill Elementary,78759.0,2022-08-22,99,"8601 TALLWOOD DR AUSTIN, TX 78759 ",2800387,Routine Inspection,"['30.37727', ' -97.74911']",30.37727, -97.74911,30.376625,-97.7485455
Tokyo Gardens Catering,78723.0,2022-08-22,95,"1801 E 51ST ST AUSTIN, TX 78723 ",10990336,Routine Inspection,"['30.30251', ' -97.69818']",30.30251, -97.69818,30.3010455,-97.6997009
Bertha Sadler Means YWLA,78723.0,2022-08-22,97,"6401 NORTH HAMPTON DR AUSTIN, TX 78723 ",2800249,Routine Inspection,"['30.3138', ' -97.68104']",30.3138, -97.68104,30.3134991,-97.6805013
Canteen @ Home Depot ATC North 2nd Floor,78754.0,2022-08-22,99,"13011 MCCALLEN PASS AUSTIN, TX 78754 ",12394369,Routine Inspection,"['30.40929', ' -97.66323']",30.40929, -97.66323,30.4086449,-97.6586682
Evangeline Cafe,78745.0,2022-08-22,82,"8106 BRODIE LN AUSTIN, TX 78745 ",2802083,Routine Inspection,"['30.20186', ' -97.83811']",30.20186, -97.83811,30.2021265,-97.838733
Kathy Caraway Elementary School,78759.0,2022-08-22,98,"11104 OAK VIEW DR AUSTIN, TX 78759 ",2800627,Routine Inspection,"['30.41897', ' -97.76808']",30.41897, -97.76808,30.4200935,-97.7690836
Casis Elementary,78703.0,2022-08-22,96,"2710 EXPOSITION BLVD AUSTIN, TX 78703 ",2800590,Routine Inspection,"['30.30334', ' -97.76433']",30.30334, -97.76433,30.304345,-97.765049
Sigma Phi Epsilon,78705.0,2022-08-22,90,"2500 PEARL ST AUSTIN, TX 78705 ",2800067,Routine Inspection,"['30.28948', ' -97.74662']",30.28948, -97.74662,30.2899436,-97.7469406
Canteen @ Home Depot ATC South,78753.0,2022-08-22,99,"1300 PARK CENTER DR AUSTIN, TX 78753 ",12394370,Routine Inspection,"['30.34029', ' -97.68531']",30.34029, -97.68531,30.3407712,-97.6844729
"Stiim Kitchen, LLC",78757.0,2022-08-22,91,"3301 STECK AVE AUSTIN, TX 78757 ",12393922,Routine Inspection,"['30.36635', ' -97.73863']",30.36635, -97.73863,30.3664627,-97.7407869
Canteen @ Home Depot ATC North 3rd Floor,78754.0,2022-08-22,99,"13011 MCCALLEN PASS AUSTIN, TX 78754 ",12394368,Routine Inspection,"['30.40929', ' -97.66323']",30.40929, -97.66323,30.4086449,-97.6586682
Wendy's W-125/9854,78752.0,2022-08-22,89,"5760 AIRPORT BLVD AUSTIN, TX 78752 ",11119162,Routine Inspection,"['30.32146', ' -97.71435']",30.32146, -97.71435,30.3211973,-97.7140074
Alpha Epsilon Phi,78705.0,2022-08-22,90,"2500 RIO GRANDE ST AUSTIN, TX 78705 ",2800368,Routine Inspection,"['30.28964', ' -97.74448']",30.28964, -97.74448,30.2896243,-97.7448688
River Oak Elementary,78758.0,2022-08-22,98,"12401 SCOFIELD FARMS DR AUSTIN, TX 78758 ",2800716,Routine Inspection,"['30.40818', ' -97.68815']",30.40818, -97.68815,30.4085947,-97.6870041
Home Slice Pizza,78751.0,2022-08-22,95,"501 E 53RD ST AUSTIN, TX 78751 ",11862857,Routine Inspection,"['30.31626', ' -97.71822']",30.31626, -97.71822,30.3159212,-97.7184979
Greater Calvary Baptist Church,78723.0,2022-08-22,93,"6510 BERKMAN DR AUSTIN, TX 78723 ",2800850,Routine Inspection,"['30.31907', ' -97.68987']",30.31907, -97.68987,30.3187477,-97.6900991
